elasticity,t-statistic,SE,1/SE,studyid,authorid,level
-0.005,-0.12,0.0408,24.4898,31,26,0
-0.004,-0.187,0.0214,46.66667,34,28,0
-0.004,-0.114,0.035,28.57143,8,11,0
-0.004,-0.487,0.0076,131.5789,18,20,0
-0.004,-0.1,0.04,25,3,4,0
-0.003,-0.228,0.0147,67.89233,30,25,0
-0.003,-0.1,0.03,33.33333,3,4,0
-0.003,-0.155,0.0194,51.57895,34,28,0
-0.003,-0.06,0.05,20,9,12,0
-0.002,-0.08,0.025,40,2,3,0
-0.002,-1,,,64,49,0
-0.002,-0.106,0.0189,52.97297,34,28,0
-0.002,-0.46,0.0034,293.1482,60,46,0
-0.001,-0.1,0.01,100,13,16,0
-0.001,-0.02,0.05,20,9,12,0
-0.001,-0.012,0.112,8.92844,30,25,0
-0.001,-0.2,0.005,200,13,16,0
-0.001,-0.046,0.0219,45.5814,34,28,0
-0.001,-0.088,0.0147,67.89233,30,25,0
-0.001,-0.006,0.1113,8.98158,30,25,0
-0.001,-0.2,0.005,200,13,16,0
-0.001,-0.01,0.1,10,12,15,0
-0.001,-0.02,0.05,20,9,12,0
-0.001,0,,,13,16,0
-0.001,-0.025,0.0381,26.26459,15,17,0
-0.001,-0.1,0.01,100,13,16,0
0,,,,29,25,0
0,0,,,13,16,0
0,,,,29,25,0
0,0.1,0,,13,16,0
0,,,,29,25,0
0,0.026,0.0085,117.437,60,46,0
0,0.2,0,,13,16,0
0,0,0,,12,15,0
0,0,0,,13,16,0
0,,,,29,25,0
0.001,0.048,0.0209,47.80488,34,28,0
0.001,0.2,0.005,200,13,16,0
0.001,1.3,,,13,16,0
0.001,0.04,0.025,40,34,28,0
0.001,0.2,0.005,200,13,16,0
0.002,0,,,5,6,0
0.002,0.07,0.0286,35,9,12,0
0.003,0.03,0.0933,10.71429,66,8,0
0.003,0.068,0.0388,25.7714,30,25,0
0.003,0.068,0.0388,25.7714,30,25,0
0.004,0.16,0.025,40,19,21,0
0.004,0.13,0.0308,32.5,19,21,0
0.004,0.128,0.0337,29.65155,30,25,0
0.004,0.128,0.0337,29.65155,30,25,0
0.005,0.21,0.0238,42,19,21,0
0.005,0.029,0.1559,6.41241,41,17,0
0.005,0.029,0.1667,6,32,27,0
0.005,0.22,0.0227,44,19,21,0
0.005,0.21,0.0238,42,19,21,0
0.005,0.21,0.0238,42,19,21,0
0.006,0.25,0.024,41.66667,19,21,0
0.007,0.6,0.0112,89.17293,30,25,0
0.008,0.28,0.0286,35,19,21,0
0.008,0.402,0.0199,50.25641,34,28,0
0.008,0.694,0.0115,86.69591,30,25,0
0.008,0.429,0.0187,53.5121,30,25,0
0.008,0.16,0.05,20,9,12,0
0.009,0.5,0.0187,53.5121,30,25,0
0.01,2.1,0.0048,210,13,16,0
0.01,0.3,0.0333,30,13,16,0
0.01,0.25,0.0381,26.26459,15,17,0
0.01,0.829,0.0116,86.36331,32,39,0
0.01,1,0.01,100,13,16,0
0.01,1.4,0.0071,140,13,16,0
0.01,0.075,0.132,7.5783,41,17,0
0.01,0.131,0.0765,13.06667,43,32,0
0.01,0.333,0.03,33.33333,27,25,0
0.01,0.178,0.0561,17.81818,43,32,0
0.01,1.7,0.0059,170,13,16,0
0.01,0.7,0.0143,70,13,16,0
0.011,0.1,0.11,9.09091,32,27,0
0.012,1.8,0.0067,150,3,4,0
0.012,0.8,0.015,66.66667,3,4,0
0.013,0.22,0.0591,16.92308,2,3,0
0.013,1.416,0.0092,108.8889,34,28,0
0.014,0.885,0.0158,63.22581,34,28,0
0.014,0.06,0.2267,4.41176,31,26,0
0.015,0.333,0.046,21.73913,14,17,0
0.015,0.333,0.046,21.73913,14,17,0
0.015,0.333,0.046,21.73913,14,17,0
0.015,0.333,0.046,21.73913,14,17,0
0.015,0.053,0.2804,3.56656,42,17,0
0.015,0.333,0.046,21.73913,14,17,0
0.015,0.333,0.046,21.73913,14,17,0
0.015,1.838,0.0082,122.5,34,28,0
0.016,0.23,0.0696,14.375,2,3,0
0.017,0.043,0.3891,2.56976,32,39,0
0.017,0.27,0.063,15.88235,2,3,0
0.017,0.068,0.2556,3.91162,30,25,0
0.019,0.5,0.0381,26.26459,15,17,0
0.019,0.5,0.0381,26.26459,15,17,0
0.019,0.333,0.0571,17.50973,15,17,0
0.019,0.667,0.0286,35.01946,15,17,0
0.02,1.307,0.0153,65.33333,34,28,0
0.02,1.307,0.0153,65.33333,34,28,0
0.02,0.9,0.0222,45,13,16,0
0.02,0.392,0.051,19.6,43,32,0
0.02,1.7,0.0118,85,13,16,0
0.02,1.3,0.0154,65,13,16,0
0.02,0.03,0.6667,1.5,13,16,0
0.02,1.307,0.0153,65.33333,34,28,0
0.021,0.78,0.0269,37.14286,65,8,0
0.022,0.112,0.197,5.07614,14,17,0
0.023,0.273,0.0825,12.12121,26,25,0
0.024,1.384,0.0173,57.64706,34,28,0
0.024,0.7,0.0343,29.16667,3,4,0
0.025,0.373,0.067,14.92537,14,17,0
0.026,0.262,0.0984,10.16393,36,30,0
0.026,0.16,0.1625,6.15385,66,8,0
0.028,1.3,0.0215,46.42857,3,4,0
0.03,1.47,0.0204,49,34,28,0
0.03,1.1,0.0273,36.66667,13,16,0
0.03,1.5,0.02,50,13,16,0
0.03,1.4,0.0214,46.66667,13,16,0
0.03,0.4,0.075,13.33333,13,16,0
0.03,0.42,0.0714,14,43,32,0
0.03,0.452,0.0663,15.07692,43,32,0
0.03,0.49,0.0612,16.33333,43,32,0
0.03,2,0.015,66.66667,13,16,0
0.03,0.42,0.0714,14,43,32,0
0.03,1.47,0.0204,49,34,28,0
0.03,1.47,0.0204,49,34,28,0
0.03,1.96,0.0153,65.33333,34,28,0
0.03,0.9,0.0333,30,13,16,0
0.031,0.667,0.046,21.73913,14,17,0
0.031,1.4,0.0221,45.16129,3,4,0
0.032,0.219,0.147,6.80501,41,17,0
0.033,0.88,0.0376,26.5861,31,26,0
0.033,0.452,0.0738,13.54839,21,23,0
0.037,0.2,0.1859,5.37815,41,17,0
0.037,0.241,0.1541,6.49087,41,17,0
0.038,1,0.0381,26.26459,23,17,0
0.038,1,0.0381,26.26459,23,17,0
0.039,0.317,0.1227,8.15175,41,17,0
0.04,0.29,0.1379,7.25,65,8,0
0.04,0.603,0.0663,15.07692,43,32,0
0.04,0.653,0.0612,16.33333,43,32,0
0.04,0.356,0.1122,8.90909,43,32,0
0.04,0.523,0.0765,13.06667,43,32,0
0.041,0.7,0.0586,17.07317,2,3,0
0.043,0.267,0.1594,6.27451,41,17,0
0.043,1.6,0.0269,37.2093,3,4,0
0.044,0.6,0.0733,13.63636,3,4,0
0.044,0.929,0.0468,21.36752,20,22,0
0.046,1,0.046,21.73913,14,17,0
0.046,0.68,0.0676,14.78261,66,8,0
0.047,0.8,0.0588,17.02128,66,8,0
0.048,0.31,0.1541,6.49087,41,17,0
0.048,0.429,0.1124,8.89753,41,17,0
0.048,0.333,0.1434,6.97168,41,17,0
0.05,2.722,0.0184,54.44444,34,28,0
0.05,0.9,0.0556,18,13,16,0
0.05,0.9,0.0556,18,13,16,0
0.05,0.667,0.075,13.33333,27,25,0
0.05,0.177,0.2828,3.53642,30,25,0
0.05,0.289,0.173,5.78142,30,25,0
0.051,1.91,0.0268,37.30469,31,26,0
0.052,1.95,0.0269,37.21374,31,26,0
0.053,5.75,0.0332,30.10471,50,38,0
0.053,0.3,0.1756,5.6948,30,25,0
0.054,0.192,0.2793,3.58022,30,25,0
0.054,1.8,0.0298,33.51955,31,26,0
0.055,1.1,0.0499,20.04165,5,6,0
0.056,2.287,0.0245,40.83333,34,28,0
0.057,1.8,0.0317,31.52364,31,26,0
0.06,0.583,0.1029,9.72222,27,25,0
0.06,3,0.02,50,13,16,0
0.06,0.667,0.09,11.11111,26,25,0
0.06,0.7,0.0857,11.66667,27,25,0
0.061,0.245,0.2487,4.02103,21,23,0
0.061,1,0.0613,16.30435,14,17,0
0.061,0.824,0.074,13.51351,32,39,0
0.061,0.6,0.1017,9.83607,3,4,0
0.061,0.85,0.0718,13.93443,2,3,0
0.065,0.152,0.4303,2.32416,51,31,0
0.068,1.071,0.0636,15.71429,21,23,0
0.069,0.049,0.61,1.63934,14,17,0
0.069,0.406,0.17,5.88235,41,17,0
0.069,0.84,0.0821,12.17391,2,3,0
0.07,0.915,0.0765,13.06667,43,32,0
0.072,1.153,0.0622,16.07717,33,22,0
0.072,1.205,0.06,16.66667,33,22,0
0.075,0.909,0.0825,12.12121,26,25,0
0.077,0.2,0.385,2.5974,5,6,0
0.077,0.527,0.1452,6.8853,41,17,0
0.077,1.667,0.046,21.73913,14,17,0
0.08,0.784,0.102,9.8,43,32,0
0.081,2.692,0.03,33.33333,16,18,0
0.082,1.8,0.0457,21.86362,5,6,0
0.085,0.407,0.21,4.76175,30,25,0
0.086,0.411,0.21,4.76175,30,25,0
0.087,0.34,0.2556,3.91162,30,25,0
0.087,0.76,0.1145,8.73563,66,8,0
0.089,0.673,0.1324,7.55378,41,17,0
0.09,1.479,0.0607,16.47446,33,22,0
0.091,0.823,0.1108,9.02365,41,17,0
0.091,0.658,0.139,7.19666,41,17,0
0.091,1.82,0.0499,20.022,31,26,0
0.093,0.8,0.1157,8.64,23,17,0
0.095,2.26,0.0422,23.68973,31,26,0
0.098,1.181,0.083,12.04819,25,24,0
0.098,1.083,0.09,11.11111,26,25,0
0.099,1.623,0.061,16.39344,32,27,0
0.1,0.71,0.1408,7.1,66,8,0
0.102,1.12,0.0914,10.9375,31,26,0
0.103,0.923,0.1114,8.97738,41,17,0
0.103,9.35,0.0395,25.33875,50,38,0
0.105,3.45,0.0305,32.82588,31,26,0
0.106,0.833,0.1275,7.84314,41,17,0
0.11,0.726,0.1516,6.59836,30,25,0
0.11,1.1,0.1,10,2,3,0
0.111,0.733,0.151,6.62355,30,25,0
0.112,2.09,0.0537,18.62745,31,26,0
0.117,0.88,0.1328,7.52941,41,17,0
0.12,1.1,0.1091,9.16667,66,8,0
0.12,1.238,0.0969,10.31579,43,32,0
0.124,3.25,0.0381,26.26459,23,17,0
0.13,0.957,0.1357,7.3709,41,17,0
0.13,1.25,0.104,9.61538,66,8,0
0.13,2.6,0.05,20,42,17,0
0.135,1.105,0.1222,8.18032,41,17,0
0.136,2.429,0.056,17.85714,35,29,0
0.136,1.83,0.0743,13.45588,2,3,0
0.141,1.4,0.1007,9.92908,2,3,0
0.143,1.125,0.1275,7.84314,41,17,0
0.147,3,0.049,20.40816,25,24,0
0.15,1.176,0.1275,7.84314,26,25,0
0.15,0.955,0.1571,6.36578,41,17,0
0.154,0.58,0.2656,3.76471,41,17,0
0.158,3.71,0.0426,23.48101,31,26,0
0.159,0.612,0.2603,3.84154,41,17,0
0.159,1.2,0.1328,7.52941,41,17,0
0.163,0.67,0.2434,4.10791,31,26,0
0.165,1.292,0.1275,7.84314,41,17,0
0.168,1.085,0.1546,6.4696,30,25,0
0.168,1.085,0.1551,6.44674,30,25,0
0.17,0.586,0.29,3.44828,42,17,0
0.17,1.333,0.1275,7.84314,41,17,0
0.17,3,0.0567,17.64706,27,25,0
0.17,1.391,0.1222,8.18414,41,17,0
0.171,0.951,0.1797,5.56626,41,17,0
0.183,3.83,0.0478,20.90611,31,26,0
0.184,2.6,0.0708,14.13043,2,3,0
0.195,1.529,0.1275,7.84314,26,25,0
0.199,3.25,0.0613,16.30435,14,17,0
0.199,4.333,0.046,21.73913,14,17,0
0.2,1.471,0.136,7.35294,27,25,0
0.204,0.577,0.3532,2.83102,38,31,0
0.21,0.247,0.85,1.17647,14,17,0
0.21,0.3,0.7,1.42857,42,17,0
0.213,0.8,0.2656,3.76471,42,17,0
0.213,0.667,0.3188,3.13725,42,17,0
0.217,1,0.217,4.60829,3,4,0
0.22,1.333,0.165,6.06061,49,25,0
0.224,2.333,0.096,10.41667,29,25,0
0.23,1,0.23,4.34783,14,17,0
0.234,1,0.234,4.2735,3,4,0
0.234,2.095,0.1116,8.96359,41,17,0
0.239,1.875,0.1275,7.84314,41,17,0
0.24,0.45,0.5333,1.875,63,48,0
0.241,2.096,0.115,8.69565,35,29,0
0.25,2.5,0.1,10,26,25,0
0.254,1.614,0.1571,6.36364,32,39,0
0.26,1.83,0.1421,7.03846,65,8,0
0.261,1.2,0.2175,4.5977,3,4,0
0.266,0.714,0.3719,2.68908,42,17,0
0.266,1,0.2656,3.76471,42,17,0
0.266,1,0.2656,3.76471,42,17,0
0.266,1,0.2656,3.76471,42,17,0
0.274,1.1,0.2491,4.0146,3,4,0
0.28,0.824,0.34,2.94118,42,17,0
0.28,0.576,0.486,2.05745,49,25,0
0.29,1.65,0.1758,5.68966,63,48,0
0.29,0.27,1.0741,0.93103,63,48,0
0.29,0.931,0.3115,3.21046,49,25,0
0.292,2.619,0.1116,8.96359,41,17,0
0.297,2.01,0.1479,6.76085,67,27,0
0.3,1.333,0.225,4.44444,12,2,0
0.3,0.909,0.33,3.0303,42,17,0
0.3,0.542,0.5538,1.80556,21,23,0
0.3,1.26,0.2381,4.2,63,48,0
0.302,1.4,0.2157,4.63576,3,4,0
0.31,0.803,0.3861,2.58973,49,25,0
0.31,0.94,0.3298,3.03226,63,48,0
0.31,1.069,0.29,3.44828,42,17,0
0.31,3.12,0.0994,10.06452,66,8,0
0.319,1,0.3188,3.13725,42,17,0
0.319,1.2,0.2656,3.76471,42,17,0
0.33,0.145,2.27,0.44053,14,17,0
0.334,1.33,0.2508,3.98734,60,46,0
0.335,1.397,0.2396,4.17304,41,17,0
0.339,2.304,0.1472,6.79348,29,25,0
0.339,2.304,0.1472,6.79348,29,25,0
0.34,1.259,0.27,3.7037,42,17,0
0.34,1.308,0.26,3.84615,42,17,0
0.36,1.99,0.1809,5.52778,63,48,0
0.36,1.56,0.2308,4.33333,63,48,0
0.37,2,0.1852,5.4,23,17,0
0.374,1.4,0.2671,3.74332,3,4,0
0.38,2.734,0.139,7.19424,8,11,0
0.394,2.125,0.08,12.5,14,17,0
0.395,0.98,0.4027,2.48351,60,46,0
0.4,1.538,0.26,3.84615,42,17,0
0.416,0.739,0.5632,1.77557,29,25,0
0.42,1.556,0.27,3.7037,42,17,0
0.43,1.822,0.2359,4.23992,41,17,0
0.444,1.881,0.2359,4.23992,41,17,0
0.446,2,0.223,4.4843,3,4,0
0.45,1.67,0.2695,3.71111,63,48,0
0.45,1.949,0.2309,4.33048,49,25,0
0.464,1.1,0.4222,2.36829,5,6,0
0.48,2.41,0.1992,5.02049,49,25,0
0.49,1.673,0.2929,3.41373,49,25,0
0.493,2,0.2465,4.0568,3,4,0
0.5,1.5,0.3333,3,12,2,0
0.5,1.875,0.2667,3.75,12,2,0
0.51,1.244,0.4101,2.43841,49,25,0
0.53,1.25,0.424,2.35849,65,8,0
0.534,0.774,0.6893,1.45067,42,17,0
0.56,1.395,0.4015,2.4906,49,25,0
0.572,1.818,0.3145,3.17978,42,17,0
0.58,1.86,0.3118,3.2069,63,48,0
0.583,1.612,0.3615,2.7659,42,17,0
0.59,1.892,0.3119,3.20627,42,17,0
0.59,1.876,0.3145,3.17978,42,17,0
0.598,1.917,0.3119,3.20627,42,17,0
0.6,2,0.3,3.33333,12,2,0
0.606,1.958,0.3093,3.23322,42,17,0
0.608,2,0.3041,3.28849,42,17,0
0.608,1.95,0.3119,3.20627,42,17,0
0.61,1.241,0.4914,2.03505,49,25,0
0.62,1.444,0.4292,2.32975,49,25,0
0.626,1.883,0.3327,3.00588,42,17,0
0.635,1.05,0.6051,1.6525,31,26,0
0.64,2.069,0.3093,3.23276,49,25,0
0.64,1.6,0.4,2.5,49,25,0
0.667,4.294,0.1552,6.44189,38,31,0
0.67,1.8,0.3722,2.68657,63,48,0
0.671,2.168,0.3093,3.23322,42,17,0
0.689,1.98,0.3478,2.87482,42,17,0
0.7,2,0.35,2.85714,49,25,0
0.7,2.397,0.2921,3.42365,49,25,0
0.705,2.285,0.3087,3.2393,42,17,0
0.71,2.539,0.2796,3.57652,49,25,0
0.714,2.332,0.3063,3.26518,42,17,0
0.719,2.428,0.296,3.37851,42,17,0
0.73,2.273,0.3212,3.11333,49,25,0
0.73,2.403,0.3038,3.29147,42,17,0
0.73,0.371,1.9648,0.50896,29,25,0
0.745,2.445,0.3048,3.2809,42,17,0
0.766,2.574,0.2975,3.36184,42,17,0
0.773,2.53,0.3053,3.27564,42,17,0
0.79,2.22,0.3559,2.81013,63,48,0
0.8,1.72,0.4651,2.15,63,48,0
0.81,1.095,0.74,1.35135,42,17,0
0.826,2.654,0.3112,3.21384,42,17,0
0.831,4.52,0.1838,5.43978,38,31,0
0.85,1.706,0.4984,2.00654,49,25,0
0.85,1.706,0.4984,2.00654,49,25,0
0.86,1.733,0.4962,2.0155,49,25,0
0.89,1.79,0.4972,2.0113,49,25,0
0.89,2.652,0.3356,2.97953,49,25,0
0.89,2.652,0.3356,2.97953,49,25,0
0.89,2.236,0.398,2.51261,49,25,0
0.93,2.571,0.3617,2.76498,49,25,0
1.1,1.44,0.7639,1.30909,63,48,0
1.236,0.7,1.766,0.56634,5,6,0
1.348,4.15,0.3248,3.07905,60,46,0
1.4,2.6,0.5385,1.85714,12,15,0
1.515,1.86,0.8147,1.22752,60,46,0
1.651,2.015,0.8195,1.2203,42,17,0
1.734,1.857,0.934,1.07066,53,17,0
1.85,1.856,0.997,1.00301,53,17,0
1.988,1.9,1.046,0.95573,5,6,0
2,2.333,0.8571,1.16667,12,15,0
2.478,2.476,1.001,0.999,53,17,0
2.643,2.489,1.062,0.94162,53,17,0
2.8,3.07,0.9121,1.09643,66,8,0
4.709,0.96,4.9057,0.20384,60,46,0
4.781,1.216,3.9313,0.25437,42,17,0
